date,home_team,away_team,home_team_last_5_games,away_team_last_5_games,home_elo_rating,away_elo_rating,result
2019-03-22,Burkina Faso,Mauritania,7,9,1524,1352,win
2019-03-22,Tunisia,Eswatini,9,0,1646,1199,win
2019-03-23,Brazil,Panama,13,2,2136,1565,tie
2019-03-23,Oman,Singapore,4,7,1528,1081,tie
2019-03-23,Georgia,Switzerland,10,9,1545,1921,lose
2019-03-23,Malta,Faroe Islands,5,2,1177,1254,win
2019-03-23,Sweden,Romania,10,10,1850,1752,win
2019-03-23,Spain,Norway,9,10,2011,1678,win
2019-03-23,Bosnia and Herzegovina,Armenia,8,7,1795,1447,win
2019-03-23,Italy,Finland,11,3,1888,1620,win
2019-03-23,Liechtenstein,Greece,1,9,1137,1612,lose
2019-03-23,Senegal,Madagascar,13,7,1755,1338,win
2019-03-23,Cameroon,Comoros,7,5,1598,1089,win
2019-03-23,Mali,South Sudan,11,0,1527,1020,win
2019-03-23,Ghana,Kenya,10,10,1622,1384,win
2019-03-23,Niger,Egypt,4,13,1309,1613,tie
2019-03-23,Zambia,Namibia,9,7,1413,1376,win
2019-03-23,Sint Maarten,Saint Martin,4,0,810,827,win
2019-03-23,Antigua and Barbuda,Curaçao,6,12,1169,1332,win
2019-03-23,Guadeloupe,Martinique,4,15,1203,1452,lose
2019-03-23,Burundi,Gabon,7,7,1359,1403,tie
2019-03-23,Ivory Coast,Rwanda,11,2,1603,1267,win
2019-03-23,Guinea-Bissau,Mozambique,6,5,1310,1295,tie
2019-03-24,Fiji,Mauritius,7,4,1207,1071,win
2019-03-24,Northern Ireland,Belarus,7,7,1622,1538,win
2019-03-24,Netherlands,Germany,8,8,1984,1937,lose
2019-03-24,Wales,Slovakia,9,7,1760,1747,win
2019-03-24,Hungary,Croatia,10,9,1610,1923,win
2019-03-24,Israel,Austria,10,4,1561,1765,win
2019-03-24,Poland,Latvia,7,2,1751,1298,win
2019-03-24,San Marino,Scotland,0,9,835,1720,lose
2019-03-24,Kazakhstan,Russia,7,6,1330,1751,lose
2019-03-24,Cyprus,Belgium,5,10,1414,2034,lose
2019-03-24,Benin,Togo,7,5,1386,1357,win
2019-03-24,Libya,South Africa,4,9,1474,1548,lose
2019-03-24,Zimbabwe,Congo,8,5,1466,1386,win
2019-03-24,Central African Republic,Guinea,3,9,1329,1465,tie
2019-03-24,Tanzania,Uganda,7,10,1321,1472,win
2019-03-24,Canada,French Guiana,15,9,1546,1319,win
2019-03-24,Dominican Republic,Bermuda,9,9,1264,1181,lose
2019-03-24,Haiti,Cuba,12,12,1512,1338,win
2019-03-24,Barbados,Nicaragua,7,10,1133,1278,lose
2019-03-24,El Salvador,Jamaica,12,9,1452,1569,win
2019-03-24,DR Congo,Liberia,6,6,1542,1338,win
2019-03-24,Cape Verde,Lesotho,5,5,1399,1296,tie
2019-03-25,Azerbaijan,Lithuania,5,1,1403,1338,tie
2019-03-25,Kuwait,Nepal,7,7,1439,884,win
2019-03-25,Myanmar,Indonesia,5,7,1060,1202,lose
2019-03-25,Saudi Arabia,Equatorial Guinea,6,3,1583,1293,win
2019-03-25,Kosovo,Bulgaria,9,4,1496,1628,tie
2019-03-25,Montenegro,England,4,15,1588,1959,lose
2019-03-25,Portugal,Serbia,7,9,1958,1813,tie
2019-03-25,Luxembourg,Ukraine,7,8,1347,1772,lose
2019-03-25,Turkey,Moldova,7,4,1690,1323,win
2019-03-25,Andorra,Albania,2,6,1084,1514,lose
2019-03-25,France,Iceland,12,6,2092,1668,win
2019-03-26,Algeria,Tunisia,10,6,1541,1646,win
2019-03-26,Costa Rica,Jamaica,9,9,1724,1569,win
2019-03-26,Czech Republic,Brazil,6,13,1728,2136,lose
2019-03-26,Ghana,Mauritania,10,6,1622,1352,win
2019-03-26,Gibraltar,Estonia,3,10,1102,1467,lose
2019-03-26,Honduras,Ecuador,5,8,1591,1773,tie
2019-03-26,Ivory Coast,Liberia,11,6,1603,1338,win
2019-03-26,Japan,Bolivia,9,3,1730,1655,win
2019-03-26,South Korea,Colombia,12,10,1778,1960,win
2019-03-26,Morocco,Argentina,8,9,1728,1921,lose
2019-03-26,Nicaragua,Guatemala,7,6,1278,1495,lose
2019-03-26,Nigeria,Egypt,11,10,1712,1613,win
2019-03-26,Paraguay,Mexico,1,6,1723,1779,lose
2019-03-26,Peru,El Salvador,4,12,1855,1452,lose
2019-03-26,Senegal,Mali,15,8,1755,1527,win
2019-03-26,United Arab Emirates,Syria,10,5,1484,1599,tie
2019-03-26,United States,Chile,10,7,1742,1851,tie
2019-03-26,Switzerland,Denmark,10,9,1921,1897,tie
2019-03-26,Malta,Spain,5,9,1177,2011,lose
2019-03-26,Norway,Sweden,8,8,1678,1850,tie
2019-03-26,Romania,Faroe Islands,10,2,1752,1254,win
2019-03-26,Bosnia and Herzegovina,Greece,8,7,1795,1612,tie
2019-03-26,Italy,Liechtenstein,13,1,1888,1137,win
2019-03-26,Armenia,Finland,7,6,1447,1620,lose
2019-05-25,Eswatini,Mauritius,1,5,1199,1071,tie
2019-05-26,Mozambique,Namibia,4,10,1295,1376,lose
2019-05-26,Malawi,Seychelles,5,1,1250,967,win
2019-05-27,Eswatini,Comoros,2,5,1199,1089,tie
2019-05-28,Seychelles,Mozambique,2,5,967,1295,tie
2019-05-28,Namibia,Malawi,7,8,1376,1250,lose
2019-05-28,Laos,Sri Lanka,3,4,695,712,win
2019-05-29,Comoros,Mauritius,8,4,1089,1071,win
2019-05-30,Mozambique,Malawi,6,8,1295,1250,tie
2019-05-30,Namibia,Seychelles,7,1,1376,967,win
2019-05-30,Turkey,Greece,10,7,1690,1612,win
2019-05-31,Laos,Sri Lanka,4,2,695,712,tie
2019-06-01,Lesotho,Uganda,5,8,1296,1472,tie
2019-06-01,Zimbabwe,Comoros,10,7,1466,1089,win
2019-06-01,Venezuela,Ecuador,6,8,1756,1773,tie
2019-06-02,South Africa,Botswana,7,2,1548,1317,tie
2019-06-02,Zambia,Malawi,7,9,1413,1250,tie
2019-06-02,El Salvador,Haiti,15,9,1452,1512,win
2019-06-02,France,Bolivia,12,2,2092,1655,win
2019-06-02,Luxembourg,Madagascar,5,7,1347,1338,tie
2019-06-02,Malaysia,Nepal,8,4,1131,884,win
2019-06-02,Turkey,Uzbekistan,13,7,1690,1591,win
2019-06-03,Colombia,Panama,12,2,1960,1565,win
2019-06-04,Comoros,Malawi,4,11,1089,1250,lose
2019-06-04,South Africa,Uganda,7,6,1548,1472,tie
2019-06-05,Lesotho,Botswana,5,5,1296,1317,lose
2019-06-05,Zimbabwe,Zambia,8,5,1466,1413,tie
2019-06-05,Brazil,Qatar,13,12,2136,1522,win
2019-06-05,Japan,Trinidad and Tobago,7,4,1730,1433,tie
2019-06-05,Mexico,Venezuela,9,5,1779,1756,win
2019-06-05,Paraguay,Honduras,2,6,1723,1591,tie
2019-06-05,Peru,Costa Rica,6,6,1855,1724,win
2019-06-05,United States,Jamaica,10,9,1742,1569,lose
2019-06-05,Portugal,Switzerland,7,7,1958,1921,win
2019-06-06,Bermuda,Guyana,12,9,1181,1183,win
2019-06-06,Chile,Haiti,7,6,1851,1512,win
2019-06-06,Taiwan,Nepal,5,2,975,884,tie
2019-06-06,Iran,Syria,10,2,1823,1599,win
2019-06-06,Slovakia,Jordan,9,8,1747,1448,win
2019-06-06,England,Netherlands,12,10,1959,1984,lose
2019-06-06,Cambodia,Pakistan,6,3,795,939,win
2019-06-06,Laos,Bangladesh,4,12,695,798,lose
2019-06-07,Czech Republic,Bulgaria,9,4,1728,1628,win
2019-06-07,Montenegro,Kosovo,2,9,1588,1496,tie
2019-06-07,Lithuania,Luxembourg,2,6,1338,1347,tie
2019-06-07,Ukraine,Serbia,8,8,1772,1813,win
2019-06-07,Georgia,Gibraltar,7,0,1545,1102,win
2019-06-07,Faroe Islands,Spain,1,12,1254,2011,lose
2019-06-07,Norway,Romania,6,10,1678,1752,tie
2019-06-07,Sweden,Malta,8,4,1850,1177,win
2019-06-07,Austria,Slovenia,7,4,1765,1561,win
2019-06-07,Latvia,Israel,2,10,1298,1561,lose
2019-06-07,Lesotho,Zimbabwe,6,8,1296,1466,tie
2019-06-07,South Africa,Malawi,7,9,1548,1250,tie
2019-06-07,Argentina,Nicaragua,12,4,1921,1278,win
2019-06-07,Ivory Coast,Comoros,11,4,1603,1089,win
2019-06-07,Kenya,Madagascar,10,4,1384,1338,win
2019-06-07,South Korea,Australia,12,7,1778,1736,win
2019-06-07,Tunisia,Iraq,6,7,1646,1582,win
2019-06-07,Uruguay,Panama,3,2,1921,1565,win
2019-06-07,Uzbekistan,North Korea,7,0,1591,1431,win
2019-06-08,Estonia,Northern Ireland,7,10,1467,1622,lose
2019-06-08,Belarus,Germany,6,11,1538,1937,lose
2019-06-08,Croatia,Wales,9,6,1923,1760,win
2019-06-08,Azerbaijan,Hungary,4,12,1403,1610,lose
2019-06-08,Iceland,Albania,8,6,1668,1514,win
2019-06-08,Moldova,Andorra,4,2,1323,1084,win
2019-06-08,Turkey,France,15,12,1690,2092,win
2019-06-08,Russia,San Marino,6,0,1751,835,win
2019-06-08,Scotland,Cyprus,12,4,1720,1414,win
2019-06-08,Belgium,Kazakhstan,12,6,2034,1330,win
2019-06-08,Finland,Bosnia and Herzegovina,9,5,1620,1795,win
2019-06-08,Armenia,Liechtenstein,7,1,1447,1137,win
2019-06-08,Greece,Italy,4,13,1612,1888,lose
2019-06-08,Botswana,Zambia,4,8,1317,1413,lose
2019-06-08,Angola,Guinea-Bissau,12,5,1322,1310,win
2019-06-08,Nigeria,Zimbabwe,9,9,1712,1466,tie
2019-06-08,Singapore,Solomon Islands,7,10,1081,1202,win
2019-06-09,Brazil,Honduras,13,5,2136,1591,win
2019-06-09,Cameroon,Zambia,7,8,1598,1413,win
2019-06-09,DR Congo,Burkina Faso,6,8,1542,1524,tie
2019-06-09,Japan,El Salvador,7,12,1730,1452,win
2019-06-09,Mexico,Ecuador,12,5,1779,1773,win
2019-06-09,Paraguay,Guatemala,5,6,1723,1495,win
2019-06-09,Peru,Colombia,6,12,1855,1960,lose
2019-06-09,Turkmenistan,Uganda,4,4,1253,1472,tie
2019-06-09,United States,Venezuela,7,7,1742,1756,lose
2019-06-09,Switzerland,England,8,10,1921,1959,tie
2019-06-09,Portugal,Netherlands,9,7,1958,1984,win
2019-06-10,Czech Republic,Montenegro,9,2,1728,1588,win
2019-06-10,Bulgaria,Kosovo,3,9,1628,1496,lose
2019-06-10,Serbia,Lithuania,8,2,1813,1338,win
2019-06-10,Ukraine,Luxembourg,11,5,1772,1347,win
2019-06-10,Denmark,Georgia,7,6,1897,1545,win
2019-06-10,Faroe Islands,Norway,1,8,1254,1678,lose
2019-06-10,Malta,Romania,4,10,1177,1752,lose
2019-06-10,Spain,Sweden,15,8,2011,1850,win
2019-06-10,Poland,Israel,13,7,1751,1561,win
2019-06-10,Latvia,Slovenia,1,6,1298,1561,lose
2019-06-10,Vanuatu,Fiji,5,8,1206,1207,tie
2019-06-11,Germany,Estonia,11,4,1937,1467,win
2019-06-11,Belarus,Northern Ireland,3,12,1538,1622,lose
2019-06-11,Azerbaijan,Slovakia,1,9,1403,1747,lose
2019-06-11,Hungary,Wales,12,6,1610,1760,win
2019-06-11,Iceland,Turkey,10,12,1668,1690,win
2019-06-11,Albania,Moldova,9,3,1514,1323,win
2019-06-11,Andorra,France,1,12,1084,2092,lose
2019-06-11,Kazakhstan,San Marino,9,0,1330,835,win
2019-06-11,Belgium,Scotland,12,9,2034,1720,win
2019-06-11,Russia,Cyprus,9,3,1751,1414,win
2019-06-11,Italy,Bosnia and Herzegovina,15,4,1888,1795,win
2019-06-11,Liechtenstein,Finland,1,9,1137,1620,lose
2019-06-11,Greece,Armenia,4,7,1612,1447,lose
2019-06-11,Algeria,Burundi,11,7,1541,1359,tie
2019-06-11,Benin,Guinea,9,6,1386,1465,win
2019-06-11,Croatia,Tunisia,6,9,1923,1646,lose
2019-06-11,Hong Kong,Taiwan,8,5,1215,975,lose
2019-06-11,Jordan,Indonesia,8,7,1448,1202,win
2019-06-11,South Korea,Iran,10,10,1778,1823,tie
2019-06-11,Kyrgyzstan,Palestine,4,3,1291,1383,tie
2019-06-11,Singapore,Myanmar,7,5,1081,1060,lose
2019-06-11,Uzbekistan,Syria,7,1,1591,1599,win
2019-06-11,Bangladesh,Laos,10,5,798,695,tie
2019-06-11,Guam,Bhutan,7,3,795,561,win
2019-06-11,Pakistan,Cambodia,0,9,939,795,lose
2019-06-12,Morocco,Gambia,7,8,1728,1303,lose
2019-06-13,Egypt,Tanzania,10,6,1613,1321,win
2019-06-14,Cameroon,Mali,7,8,1598,1527,tie
2019-06-14,Madagascar,Mauritania,1,9,1338,1352,lose
2019-06-14,Brazil,Bolivia,13,1,2136,1655,win
2019-06-15,Venezuela,Peru,5,7,1756,1855,tie
2019-06-15,Argentina,Colombia,9,12,1921,1960,lose
2019-06-15,Canada,Martinique,15,12,1546,1452,win
2019-06-15,Mexico,Cuba,15,9,1779,1338,win
2019-06-15,Ghana,South Africa,10,7,1622,1548,tie
2019-06-15,Indonesia,Vanuatu,7,5,1202,1206,win
2019-06-15,Ivory Coast,Uganda,10,6,1603,1472,lose
2019-06-15,Kenya,DR Congo,8,7,1384,1542,tie
2019-06-15,Tanzania,Zimbabwe,7,7,1321,1466,tie
2019-06-16,Paraguay,Qatar,5,10,1723,1522,tie
2019-06-16,Uruguay,Ecuador,6,2,1921,1773,win
2019-06-16,Haiti,Bermuda,6,9,1512,1181,win
2019-06-16,Costa Rica,Nicaragua,6,4,1724,1278,win
2019-06-16,Algeria,Mali,11,7,1541,1527,win
2019-06-16,Egypt,Guinea,10,3,1613,1465,win
2019-06-16,Morocco,Zambia,4,8,1728,1413,lose
2019-06-16,Senegal,Nigeria,15,8,1755,1712,win
2019-06-17,Japan,Chile,7,10,1730,1851,lose
2019-06-17,Curaçao,El Salvador,9,12,1332,1452,lose
2019-06-17,Jamaica,Honduras,9,2,1569,1591,win
2019-06-17,Tunisia,Burundi,12,6,1646,1359,win
2019-06-18,Bolivia,Peru,0,7,1655,1855,lose
2019-06-18,Brazil,Venezuela,13,6,2136,1756,tie
2019-06-18,Panama,Trinidad and Tobago,5,1,1565,1433,win
2019-06-18,United States,Guyana,7,6,1742,1183,win
2019-06-18,Benin,Mauritania,12,6,1386,1352,win
2019-06-19,Colombia,Qatar,12,7,1960,1522,win
2019-06-19,Argentina,Paraguay,7,6,1921,1723,tie
2019-06-19,Cuba,Martinique,6,12,1338,1452,lose
2019-06-19,Mexico,Canada,15,12,1779,1546,win
2019-06-19,Ivory Coast,Zambia,12,7,1603,1413,win
2019-06-20,Uruguay,Japan,7,8,1921,1730,tie
2019-06-20,Nicaragua,Haiti,3,9,1278,1512,lose
2019-06-20,Costa Rica,Bermuda,9,6,1724,1181,win
2019-06-21,Egypt,Zimbabwe,10,4,1613,1466,win
2019-06-21,Ecuador,Chile,2,10,1773,1851,lose
2019-06-21,El Salvador,Jamaica,10,7,1452,1569,tie
2019-06-21,Honduras,Curaçao,2,9,1591,1332,lose
2019-06-22,DR Congo,Uganda,6,9,1542,1472,lose
2019-06-22,Nigeria,Burundi,10,5,1712,1359,win
2019-06-22,Guinea,Madagascar,3,2,1465,1338,tie
2019-06-22,Bolivia,Venezuela,0,8,1655,1756,lose
2019-06-22,Guyana,Panama,3,7,1183,1565,lose
2019-06-22,United States,Trinidad and Tobago,7,1,1742,1433,win
2019-06-22,Brazil,Peru,13,7,2136,1855,win
2019-06-23,Senegal,Tanzania,15,4,1755,1321,win
2019-06-23,Algeria,Kenya,11,7,1541,1384,win
2019-06-23,Morocco,Namibia,4,6,1728,1376,win
2019-06-23,Colombia,Paraguay,15,6,1960,1723,win
2019-06-23,Qatar,Argentina,4,10,1522,1921,lose
2019-06-23,Canada,Cuba,12,3,1546,1338,win
2019-06-23,Martinique,Mexico,9,15,1452,1779,lose
2019-06-24,Ivory Coast,South Africa,12,4,1603,1548,win
2019-06-24,Tunisia,Angola,10,10,1646,1322,tie
2019-06-24,Mali,Mauritania,7,3,1527,1352,win
2019-06-24,Chile,Uruguay,10,10,1851,1921,lose
2019-06-24,Ecuador,Japan,2,6,1773,1730,tie
2019-06-24,Bermuda,Nicaragua,9,0,1181,1278,win
2019-06-24,Haiti,Costa Rica,9,9,1512,1724,win
2019-06-25,Cameroon,Guinea-Bissau,10,5,1598,1310,win
2019-06-25,Ghana,Benin,11,10,1622,1386,tie
2019-06-25,Jamaica,Curaçao,8,7,1569,1332,tie
2019-06-25,Honduras,El Salvador,4,7,1591,1452,win
2019-06-26,Uganda,Zimbabwe,9,4,1472,1466,tie
2019-06-26,Egypt,DR Congo,12,5,1613,1542,win
2019-06-26,Nigeria,Guinea,10,2,1712,1465,win
2019-06-26,Trinidad and Tobago,Guyana,2,4,1433,1183,tie
2019-06-26,United States,Panama,9,6,1742,1565,win
2019-06-27,Madagascar,Burundi,5,2,1338,1359,win
2019-06-27,Senegal,Algeria,12,13,1755,1541,lose
2019-06-27,Kenya,Tanzania,7,4,1384,1321,win
2019-06-27,Brazil,Paraguay,11,6,2136,1723,tie
2019-06-28,Morocco,Ivory Coast,6,9,1728,1603,win
2019-06-28,South Africa,Namibia,6,6,1548,1376,win
2019-06-28,Tunisia,Mali,11,5,1646,1527,tie
2019-06-28,Colombia,Chile,13,10,1960,1851,tie
2019-06-28,Venezuela,Argentina,8,10,1756,1921,lose
2019-06-29,Mauritania,Angola,4,11,1352,1322,tie
2019-06-29,Cameroon,Ghana,11,9,1598,1622,tie
2019-06-29,Benin,Guinea-Bissau,11,3,1386,1310,tie
2019-06-29,Uruguay,Peru,11,5,1921,1855,tie
2019-06-29,Haiti,Canada,12,9,1512,1546,win
2019-06-29,Mexico,Costa Rica,13,7,1779,1724,tie
2019-06-30,Egypt,Uganda,15,8,1613,1472,win
2019-06-30,Zimbabwe,DR Congo,3,5,1466,1542,lose
2019-06-30,Burundi,Guinea,1,4,1359,1465,lose
2019-06-30,Madagascar,Nigeria,7,7,1338,1712,win
2019-06-30,Jamaica,Panama,11,6,1569,1565,win
2019-06-30,United States,Curaçao,12,4,1742,1332,win
2019-07-01,Kenya,Senegal,7,12,1384,1755,lose
2019-07-01,Tanzania,Algeria,1,13,1321,1541,lose
2019-07-01,Namibia,Ivory Coast,3,9,1376,1603,lose
2019-07-01,South Africa,Morocco,5,9,1548,1728,lose
2019-07-02,Angola,Mali,8,8,1322,1527,lose
2019-07-02,Mauritania,Tunisia,5,9,1352,1646,tie
2019-07-02,Benin,Cameroon,9,9,1386,1598,tie
2019-07-02,Guinea-Bissau,Ghana,2,9,1310,1622,lose
2019-07-02,Brazil,Argentina,11,7,2136,1921,win
2019-07-02,Haiti,Mexico,12,13,1512,1779,lose
2019-07-03,Chile,Peru,7,8,1851,1855,lose
2019-07-03,United States,Jamaica,15,8,1742,1569,win
2019-07-05,Morocco,Benin,10,7,1728,1386,tie
2019-07-05,Uganda,Senegal,7,12,1472,1755,lose
2019-07-06,Egypt,South Africa,12,7,1613,1548,lose
2019-07-06,Nigeria,Cameroon,9,6,1712,1598,win
2019-07-06,Argentina,Chile,10,4,1921,1851,win
2019-07-07,Algeria,Guinea,15,4,1541,1465,win
2019-07-07,Madagascar,DR Congo,8,5,1338,1542,tie
2019-07-07,Brazil,Peru,11,7,2136,1855,win
2019-07-07,United States,Mexico,12,13,1742,1779,lose
2019-07-07,India,Tajikistan,4,4,1221,1214,lose
2019-07-08,Ghana,Tunisia,7,7,1622,1646,tie
2019-07-08,Mali,Ivory Coast,7,12,1527,1603,lose
2019-07-08,Tuvalu,Solomon Islands,0,10,779,1202,lose
2019-07-08,Tahiti,Fiji,5,11,1219,1207,lose
2019-07-08,Syria,North Korea,4,0,1599,1431,win
2019-07-10,Nigeria,South Africa,12,6,1712,1548,win
2019-07-10,Senegal,Benin,12,4,1755,1386,win
2019-07-10,Tuvalu,Tahiti,0,7,779,1219,lose
2019-07-10,Solomon Islands,New Caledonia,9,7,1202,1218,lose
2019-07-10,Tajikistan,Syria,7,4,1214,1599,win
2019-07-11,Ivory Coast,Algeria,10,13,1603,1541,tie
2019-07-11,Madagascar,Tunisia,8,7,1338,1646,lose
2019-07-12,Solomon Islands,Tahiti,6,7,1202,1219,lose
2019-07-12,New Caledonia,Fiji,9,8,1218,1207,win
2019-07-13,India,North Korea,3,3,1221,1431,lose
2019-07-14,Algeria,Nigeria,13,9,1541,1712,win
2019-07-14,Senegal,Tunisia,12,6,1755,1646,win
2019-07-15,Fiji,Tuvalu,10,1,1207,779,win
2019-07-15,Tahiti,New Caledonia,7,12,1219,1218,lose
2019-07-15,North Korea,Tajikistan,6,7,1431,1214,win
2019-07-16,India,Syria,1,4,1221,1599,tie
2019-07-17,Tunisia,Nigeria,5,9,1646,1712,lose
2019-07-18,New Caledonia,Tuvalu,15,1,1218,779,win
2019-07-18,Fiji,Solomon Islands,10,7,1207,1202,tie
2019-07-18,Mauritius,Seychelles,5,2,1071,967,tie
2019-07-19,Senegal,Algeria,12,13,1755,1541,lose
2019-07-19,Tajikistan,North Korea,6,9,1214,1431,lose
2019-07-20,Seychelles,Madagascar,3,8,967,1338,tie
2019-07-20,Comoros,Maldives,3,6,1089,982,win
2019-07-21,Equatorial Guinea,Liberia,4,7,1293,1338,tie
2019-07-22,Mauritius,Madagascar,3,6,1071,1338,tie
2019-07-26,Seychelles,Mayotte,2,9,967,1218,lose
2019-07-30,Iraq,Lebanon,7,3,1582,1455,win
2019-07-30,Yemen,Palestine,0,6,1191,1383,lose
2019-08-02,Iraq,Palestine,7,5,1582,1383,win
2019-08-02,Lebanon,Syria,6,4,1455,1599,win
2019-08-04,Jordan,Bahrain,5,7,1448,1432,lose
2019-08-04,Saudi Arabia,Kuwait,3,10,1583,1439,lose
2019-08-05,Syria,Yemen,5,1,1599,1191,tie
2019-08-05,Lebanon,Palestine,7,6,1455,1383,tie
2019-08-07,Bahrain,Saudi Arabia,7,4,1432,1583,tie
2019-08-07,Kuwait,Jordan,11,5,1439,1448,tie
2019-08-08,Yemen,Lebanon,4,7,1191,1455,win
2019-08-08,Iraq,Syria,7,3,1582,1599,tie
2019-08-10,Jordan,Saudi Arabia,7,4,1448,1583,win
2019-08-10,Kuwait,Bahrain,8,10,1439,1432,lose
2019-08-11,Palestine,Syria,8,3,1383,1599,win
2019-08-11,Iraq,Yemen,10,4,1582,1191,win
2019-08-14,Dominican Republic,Guatemala,7,7,1264,1495,tie
2019-08-14,Iraq,Bahrain,10,10,1582,1432,lose
2019-08-27,Saint Kitts and Nevis,Antigua and Barbuda,9,6,1245,1169,win
2019-08-28,Taiwan,Guam,8,4,975,795,win
2019-08-29,United Arab Emirates,Dominican Republic,10,4,1484,1264,win
2019-08-30,Malaysia,Jordan,12,10,1131,1448,lose
2019-08-31,United Arab Emirates,Sri Lanka,10,4,1484,712,win
2019-09-04,Libya,Burkina Faso,3,8,1474,1524,lose
2019-09-04,Burundi,Tanzania,1,2,1359,1321,tie
2019-09-04,Ethiopia,Lesotho,3,4,1256,1296,tie
2019-09-04,Mauritius,Mozambique,6,6,1071,1295,lose
2019-09-04,South Sudan,Equatorial Guinea,1,5,1020,1293,tie
2019-09-05,Argentina,Chile,10,2,1921,1851,tie
2019-09-05,Honduras,Puerto Rico,6,0,1591,1007,win
2019-09-05,South Korea,Georgia,11,4,1778,1545,tie
2019-09-05,Montenegro,Hungary,5,9,1588,1610,win
2019-09-05,Northern Ireland,Luxembourg,15,2,1622,1347,win
2019-09-05,Peru,Ecuador,4,4,1855,1773,lose
2019-09-05,Saudi Arabia,Mali,5,8,1583,1527,tie
2019-09-05,Gibraltar,Denmark,0,9,1102,1897,lose
2019-09-05,Faroe Islands,Sweden,0,10,1254,1850,lose
2019-09-05,Norway,Malta,8,3,1678,1177,win
2019-09-05,Romania,Spain,7,15,1752,2011,lose
2019-09-05,Armenia,Italy,6,15,1447,1888,lose
2019-09-05,Bosnia and Herzegovina,Liechtenstein,7,0,1795,1137,win
2019-09-05,Finland,Greece,12,1,1620,1612,win
2019-09-05,Japan,Paraguay,8,3,1730,1723,win
2019-09-05,Bermuda,Panama,6,9,1181,1565,lose
2019-09-05,Grenada,Saint Kitts and Nevis,9,6,1069,1245,win
2019-09-05,French Guiana,Belize,9,7,1319,1155,win
2019-09-05,Dominica,Suriname,7,10,1043,1257,lose
2019-09-05,Barbados,Saint Martin,9,0,1133,827,win
2019-09-05,Guatemala,Anguilla,10,1,1495,578,win
2019-09-05,Guam,Maldives,4,3,795,982,lose
2019-09-05,Philippines,Syria,0,5,1176,1599,lose
2019-09-05,Taiwan,Jordan,7,10,975,1448,lose
2019-09-05,Kuwait,Nepal,10,2,1439,884,win
2019-09-05,Cambodia,Hong Kong,7,8,795,1215,tie
2019-09-05,Bahrain,Iraq,11,8,1432,1582,tie
2019-09-05,Palestine,Uzbekistan,10,7,1383,1591,win
2019-09-05,Singapore,Yemen,5,5,1081,1191,tie
2019-09-05,India,Oman,1,7,1221,1528,lose
2019-09-05,Qatar,Afghanistan,4,4,1522,1153,win
2019-09-05,Mongolia,Myanmar,6,4,710,1060,win
2019-09-05,Tajikistan,Kyrgyzstan,9,4,1214,1291,win
2019-09-05,Thailand,Vietnam,5,5,1384,1338,tie
2019-09-05,Indonesia,Malaysia,7,12,1202,1131,lose
2019-09-05,North Korea,Lebanon,12,4,1431,1455,win
2019-09-05,Sri Lanka,Turkmenistan,4,4,712,1253,lose
2019-09-05,Seychelles,Rwanda,2,5,967,1267,lose
2019-09-06,Brazil,Colombia,11,11,2136,1960,tie
2019-09-06,Costa Rica,Uruguay,7,11,1724,1921,lose
2019-09-06,Ivory Coast,Benin,7,6,1603,1386,lose
2019-09-06,Morocco,Burkina Faso,11,8,1728,1524,tie
2019-09-06,Tunisia,Mauritania,7,2,1646,1352,win
2019-09-06,United States,Mexico,9,13,1742,1779,lose
2019-09-06,Estonia,Belarus,3,3,1467,1538,lose
2019-09-06,Germany,Netherlands,10,9,1937,1984,lose
2019-09-06,Wales,Azerbaijan,9,1,1760,1403,win
2019-09-06,Slovakia,Croatia,9,9,1747,1923,lose
2019-09-06,Austria,Latvia,9,0,1765,1298,win
2019-09-06,Slovenia,Poland,8,12,1561,1751,win
2019-09-06,Cyprus,Kazakhstan,4,7,1414,1330,tie
2019-09-06,Scotland,Russia,6,12,1720,1751,lose
2019-09-06,San Marino,Belgium,0,15,835,2034,lose
2019-09-06,Martinique,Trinidad and Tobago,7,2,1452,1433,tie
2019-09-06,Aruba,Guyana,4,4,930,1183,lose
2019-09-06,Jamaica,Antigua and Barbuda,8,6,1569,1169,win
2019-09-06,Bonaire,British Virgin Islands,6,1,973,642,win
2019-09-06,Comoros,Togo,7,5,1089,1357,tie
2019-09-06,Gambia,Angola,7,8,1303,1322,lose
2019-09-07,Libya,Niger,6,4,1474,1309,win
2019-09-07,Kosovo,Czech Republic,9,6,1496,1728,win
2019-09-07,England,Bulgaria,10,2,1959,1628,win
2019-09-07,Lithuania,Ukraine,2,13,1338,1772,lose
2019-09-07,Serbia,Portugal,5,11,1813,1958,lose
2019-09-07,Iceland,Moldova,12,3,1668,1323,win
2019-09-07,France,Albania,12,6,2092,1514,win
2019-09-07,Turkey,Andorra,12,0,1690,1084,win
2019-09-07,Canada,Cuba,9,0,1546,1338,win
2019-09-07,Curaçao,Haiti,7,9,1332,1512,win
2019-09-07,Montserrat,Dominican Republic,12,1,731,1264,win
2019-09-07,El Salvador,Saint Lucia,7,7,1452,1135,win
2019-09-07,Guadeloupe,Sint Maarten,7,4,1203,810,win
2019-09-07,Botswana,Malawi,5,7,1317,1250,tie
2019-09-08,Kenya,Uganda,5,5,1384,1472,tie
2019-09-08,Switzerland,Gibraltar,6,0,1921,1102,win
